# Directed graph: soc-sign-Slashdot090221
# Slashdot Zoo signed social network from February 21 2009
# Nodes: 82144 Edges: 549202
# FromNodeId	ToNodeId	Sign
19	1450	1
19	1451	1
19	1452	1
19	1453	1
19	1454	1
19	1455	1
19	1456	1
19	1457	1
19	1458	1
19	1459	1
19	1460	1
19	1461	-1
21	0	1
21	17	1
21	47	1
21	50	-1
21	52	1
21	55	1
21	58	1
21	59	1
21	60	1
21	90	1
21	94	1
21	758	-1
21	1368	1
21	1462	1
21	1463	1
21	1464	1
21	1465	1
21	1466	1
21	1467	1
21	1468	1
21	1469	-1
21	1470	-1
21	1471	-1
21	1472	-1
21	1473	-1
21	1474	-1
21	1475	-1
21	1476	-1
21	1477	-1
21	1478	-1
21	1479	-1
21	1480	-1
21	1481	-1
21	1482	-1
21	1483	-1
21	1484	-1
21	1485	-1
21	1486	-1
21	1487	-1
21	1488	-1
21	1489	-1
21	1490	-1
21	1491	-1
21	1492	-1
21	1493	-1
21	1494	-1
21	1495	-1
21	1496	-1
21	1497	-1
21	1498	-1
21	1499	-1
21	1500	-1
22	1233	1
22	1501	1
22	1502	1
23	1503	1
24	1504	1
24	1505	1
24	1506	-1
25	79	-1
25	90	-1
25	94	-1
25	168	1
25	633	1
25	639	1
25	686	-1
25	737	-1
25	760	-1
25	1005	-1
25	1075	1
25	1118	-1
25	1121	1
25	1140	-1
25	1167	-1
25	1220	-1
25	1528	1
25	1589	-1
25	1723	-1
25	1731	-1
25	1762	-1
25	1872	-1
25	1881	1
25	1934	1
25	1964	1
25	2127	-1
25	2358	-1
25	2477	-1
25	2488	1
25	2497	1
25	2731	1
25	2832	-1
25	3052	-1
25	3078	-1
25	3110	-1
25	3115	-1
25	3295	-1
25	3313	-1
25	3323	-1
25	3640	-1
25	3781	1
25	3883	-1
25	4096	-1
25	4098	1
25	4370	-1
25	4387	1
25	4865	1
25	5431	-1
25	5766	-1
25	6495	1
25	6850	-1
25	6881	1
25	7687	-1
25	7704	1
25	7940	-1
25	8364	1
25	8365	1
25	8366	1
25	8367	1
25	8368	1
25	8369	1
25	8370	1
25	8371	1
25	8372	1
25	8373	1
25	8374	-1
25	8375	-1
25	8376	-1
25	8377	-1
25	8378	-1
25	8379	-1
25	8380	-1
25	8381	-1
25	8382	-1
25	8383	-1
25	8384	-1
25	8385	-1
25	8386	-1
25	8387	-1
25	8388	-1
25	8389	-1
25	8390	-1
25	8391	-1
25	8392	-1
25	8393	-1
26	0	-1
26	8394	-1
28	8395	-1
29	25	1
29	70	1
29	79	1
29	83	1
29	170	1
29	176	1
29	530	1
29	679	1
29	937	1
29	949	1
29	1042	1
29	1152	1
29	1268	1
29	1273	1
29	1310	1
29	1382	1
29	1447	1
29	1668	1
29	1793	1
29	1819	1
29	1872	1
29	1877	1
29	1896	1
29	1921	1
29	1928	1
29	1929	1
29	2013	1
29	2205	1
29	2434	1
29	2973	1
29	3423	1
29	3491	1
29	3666	1
29	4098	1
29	4891	1
29	5049	1
29	5244	1
29	5363	1
29	5464	1
29	5651	1
29	5789	1
29	6000	1
29	6012	1
29	6015	1
29	6112	1
29	6683	1
29	6771	1
29	6796	1
29	6955	1
29	7721	1
29	8281	1
29	8396	1
29	8397	1
29	8398	1
29	8399	1
29	8400	1
29	8401	1
29	8402	1
29	8403	1
29	8404	1
29	8405	1
29	8406	1
29	8407	1
29	8408	1
29	8409	1
29	8410	1
29	8411	1
29	8412	1
29	8413	1
30	8	1
30	31	1
30	32	1
30	33	1
30	34	1
30	35	1
30	36	1
30	37	1
30	38	1
30	39	1
30	40	1
30	41	1
30	42	1
30	43	1
30	44	1
30	45	1
30	46	1
32	31	1
32	33	1
32	41	1
32	44	1
32	626	1
32	707	1
32	756	1
32	1140	1
32	3882	1
32	8414	1
32	8415	1
35	9	1
35	17	1
35	30	1
35	47	1
35	55	1
35	60	1
35	98	1
35	180	1
35	181	1
35	182	1
35	183	1
35	184	1
35	185	1
35	186	1
35	187	1
35	188	1
35	189	1
35	190	1
35	191	1
35	192	1
35	193	1
35	194	1
35	195	1
35	196	1
35	197	1
36	0	1
36	17	1
36	30	1
36	47	1
36	55	1
36	143	1
36	147	1
36	842	1
36	7052	1
36	7053	1
36	7054	1
36	7055	1
36	7056	1
36	7057	1
36	7058	1
36	7059	1
37	179	-1
37	191	1
37	476	1
37	1417	-1
37	3871	1
37	4094	-1
37	4391	1
37	5480	1
37	8416	1
37	8417	1
37	8418	1
37	8419	1
37	8420	1
37	8421	1
37	8422	-1
38	30	1
38	31	1
38	32	1
38	33	1
38	41	1
38	42	1
38	80	1
38	172	1
38	191	1
38	599	1
38	636	1
38	733	1
38	750	1
38	761	-1
38	1140	1
38	1274	1
38	2057	1
38	2356	1
38	2943	1
38	3229	1
38	3882	1
38	4206	1
38	4258	1
38	5912	1
38	5986	-1
38	6005	1
38	8414	1
38	8423	1
38	8424	1
42	30	1
42	38	1
42	3882	1
42	8425	1
43	0	1
43	3	1
43	8	1
43	17	1
43	47	1
43	48	1
43	51	1
43	55	1
43	58	1
43	140	1
45	30	1
45	34	1
45	40	1
45	41	1
45	2097	1
45	2099	1
45	2964	1
45	3035	1
45	4212	1
45	7411	1
45	7700	1
45	7711	1
45	8426	1
45	8427	1
45	8428	1
45	8429	1
45	8430	1
45	8431	1
45	8432	1
45	8433	-1
46	30	1
46	31	1
46	32	1
46	38	1
46	41	1
46	42	1
46	44	1
46	172	1
46	636	1
46	750	1
46	770	1
46	3217	1
46	3882	1
46	6005	1
46	7821	-1
46	8434	1
46	8435	1
46	8436	1
47	3	1
47	8	1
47	17	1
47	48	1
47	49	1
47	50	1
47	51	1
47	52	1
47	53	1
47	54	1
47	55	1
47	56	1
47	57	1
47	58	1
48	8	1
48	9	1
48	47	1
48	114	1
49	8	1
49	9	1
49	17	1
49	41	1
49	47	1
49	48	1
49	55	1
49	80	1
49	98	1
49	118	1
49	134	1
49	808	1
49	820	1
50	29	-1
50	62	-1
50	74	-1
50	125	-1
50	168	-1
50	176	-1
50	216	-1
50	526	-1
50	622	-1
50	668	-1
50	679	-1
50	683	-1
50	686	-1
50	697	-1
50	760	-1
50	762	-1
50	874	-1
50	877	-1
50	880	-1
50	889	-1
50	897	-1
50	937	-1
50	938	-1
50	941	-1
50	949	-1
50	957	-1
50	974	-1
50	1064	-1
50	1066	-1
50	1176	-1
50	1310	-1
50	1368	-1
50	1404	-1
50	1463	-1
50	1483	-1
50	1723	-1
50	1793	-1
50	1877	-1
50	1881	-1
50	1895	-1
50	1918	-1
50	1919	-1
50	1921	-1
50	1922	-1
50	1923	-1
50	1924	-1
50	1928	-1
50	1929	-1
50	1935	-1
50	1939	-1
50	1951	-1
50	2127	-1
50	2434	-1
50	2494	-1
50	2518	-1
50	2585	-1
50	2619	-1
50	2624	-1
50	2631	-1
50	2637	-1
50	2640	-1
50	2655	-1
50	2659	-1
50	2670	-1
50	2676	-1
50	2695	-1
50	2891	-1
50	2895	-1
50	2919	-1
50	2920	-1
50	3004	-1
50	3005	-1
50	3006	-1
50	3410	-1
50	3445	-1
50	3491	-1
50	3694	-1
50	3759	-1
50	3781	-1
50	3892	-1
50	4003	-1
50	4108	-1
50	4109	-1
50	4110	-1
50	4691	-1
50	4692	-1
50	4693	-1
50	4813	-1
50	4892	-1
50	4941	-1
50	5049	-1
50	5052	-1
50	5169	-1
50	5266	-1
50	5281	-1
50	5301	-1
50	5559	-1
50	5564	-1
50	5651	-1
50	5781	-1
50	6208	-1
50	6487	-1
50	6619	-1
50	6631	-1
50	6683	-1
50	6771	-1
50	6796	-1
50	6802	-1
50	6811	-1
50	6813	-1
50	6816	-1
50	6905	-1
50	6913	-1
50	6953	-1
50	6963	-1
50	6964	-1
50	6970	-1
50	7040	-1
50	7226	-1
50	7503	-1
50	7671	-1
50	7681	-1
50	7721	-1
50	7725	-1
50	7731	-1
50	7735	-1
50	7737	-1
50	7745	-1
50	7930	-1
50	7931	-1
50	7933	-1
50	7934	-1
50	7938	-1
50	7948	-1
50	8247	-1
50	8338	-1
50	8351	-1
50	8398	-1
50	8402	-1
50	8544	-1
50	8545	-1
50	8557	-1
50	8558	-1
50	8560	-1
50	8731	-1
50	10112	-1
50	10903	-1
50	10940	-1
50	10941	-1
50	10942	-1
50	10943	-1
50	10944	-1
50	10945	-1
50	10946	-1
50	10947	-1
50	10948	-1
50	10949	-1
50	10950	-1
50	10951	-1
50	10952	-1
50	10953	-1
50	10954	-1
50	10955	-1
50	10956	-1
50	10957	-1
50	10958	-1
50	10959	-1
50	10960	-1
50	10961	-1
50	10962	-1
50	10963	-1
50	10964	-1
50	10965	-1
50	10966	-1
50	10967	-1
50	10968	-1
50	10969	-1
50	10970	-1
50	10971	-1
50	10972	-1
50	10973	-1
50	10974	-1
50	10975	-1
50	10976	-1
50	10977	-1
50	10978	-1
50	10979	-1
50	10980	-1
50	10981	-1
50	10982	-1
50	10983	-1
50	10984	-1
50	10985	-1
50	10986	-1
50	10987	-1
50	10988	-1
50	10989	-1
50	10990	-1
50	10991	-1
50	10992	-1
50	10993	-1
52	0	1
52	3	1
52	17	1
52	47	1
52	51	1
52	55	1
52	58	1
52	60	1
52	80	1
52	114	1
52	144	1
52	843	1
52	1329	1
52	4833	1
52	6778	1
52	6779	1
52	6780	1
53	3	1
53	8	1
53	9	1
53	17	1
53	21	-1
53	47	1
53	48	1
53	50	1
53	52	1
53	54	1
53	66	1
53	74	-1
53	80	1
53	90	-1
53	144	1
53	501	1
53	622	-1
53	636	1
53	668	-1
53	679	-1
53	686	-1
53	690	-1
53	719	1
53	752	1
53	757	1
53	770	1
53	829	1
53	874	-1
53	937	-1
53	992	1
53	1005	-1
53	1027	1
53	1103	-1
53	1135	1
53	1140	1
53	1217	-1
53	1310	-1
53	1485	-1
53	1487	1
53	1668	-1
53	1710	1
53	1723	-1
53	1793	-1
53	1872	-1
53	1881	-1
53	1894	-1
53	1896	-1
53	1921	-1
53	1928	-1
53	1934	-1
53	1935	-1
53	1945	-1
53	1950	-1
53	1993	-1
53	2055	-1
53	2084	-1
53	2102	-1
53	2108	1
53	2204	-1
53	2580	1
53	2585	-1
53	2594	-1
53	2595	-1
53	2619	-1
53	2631	-1
53	2633	-1
53	2640	-1
53	2670	-1
53	2920	-1
53	3079	-1
53	3173	1
53	3373	1
53	3415	1
53	3491	-1
53	3694	-1
53	3736	1
53	3791	-1
53	3811	1
53	3974	-1
53	4098	-1
53	4237	1
53	4294	-1
53	4691	-1
53	4793	-1
53	4926	1
53	4941	-1
53	5049	-1
53	5052	-1
53	5168	-1
53	5169	-1
53	5170	-1
53	5171	-1
53	5244	-1
53	5276	-1
53	5316	-1
53	5559	-1
53	5651	-1
53	5660	1
53	5800	-1
53	6020	-1
53	6024	-1
53	6090	1
53	6411	-1
53	6771	-1
53	6902	-1
53	6955	-1
53	7040	-1
53	7361	-1
53	7384	1
53	7478	-1
53	7689	-1
53	7724	-1
53	7735	-1
53	7737	-1
53	7933	-1
53	8338	-1
53	8352	1
53	8749	1
53	10306	-1
53	10441	-1
53	10488	-1
53	10942	-1
53	10965	-1
53	10966	-1
53	10971	-1
53	10994	1
53	10995	1
53	10996	1
53	10997	1
53	10998	1
53	10999	1
53	11000	1
53	11001	1
53	11002	1
53	11003	1
53	11004	1
53	11005	1
53	11006	1
53	11007	-1
53	11008	-1
53	11009	-1
53	11010	-1
53	11011	-1
53	11012	-1
53	11013	-1
53	11014	-1
53	11015	-1
53	11016	-1
53	11017	-1
53	11018	-1
53	11019	-1
53	11020	-1
53	11021	-1
53	11022	-1
53	11023	-1
53	11024	-1
53	11025	-1
53	11026	-1
53	11027	-1
53	11028	-1
53	11029	-1
53	11030	-1
53	11031	-1
53	11032	-1
53	11033	-1
53	11034	-1
53	11035	-1
53	11036	-1
53	11037	-1
53	11038	-1
53	11039	-1
53	11040	-1
53	11041	-1
53	11042	-1
53	11043	-1
53	11044	-1
53	11045	-1
53	11046	-1
53	11047	-1
53	11048	-1
53	11049	-1
53	11050	-1
53	11051	-1
53	11052	-1
53	11053	-1
53	11054	-1
53	11055	-1
53	11056	-1
53	11057	-1
53	11058	-1
53	11059	-1
53	11060	-1
53	11061	-1
53	11062	-1
53	11063	-1
53	11064	-1
53	11065	-1
53	11066	-1
53	11067	-1
53	11068	-1
53	11069	-1
53	11070	-1
53	11071	-1
55	8	1
55	9	1
55	17	1
55	31	1
55	36	1
55	47	1
55	49	1
55	52	1
55	56	1
55	58	1
55	60	1
55	104	1
55	105	1
55	106	1
55	107	1
55	108	1
55	109	1
55	110	1
55	111	1
55	112	1
55	113	1
55	114	1
55	115	1
55	116	1
55	117	1
55	118	1
55	119	1
55	120	1
55	121	1
55	122	1
55	123	1
55	124	1
55	125	-1
55	126	-1
56	8	1
56	9	1
56	17	1
56	47	1
56	52	1
56	54	1
56	55	1
56	57	1
56	58	1
56	116	1
56	140	1
56	146	1
56	4675	1
